resnet50,1,20,vgg19,1,throughput,186.891,latency,0.00535,1
resnet50,1,20,vgg19,2,throughput,184.8,latency,0.00541,1
resnet50,1,20,vgg19,4,throughput,188.104,latency,0.00532,1
resnet50,1,20,vgg19,8,throughput,185.681,latency,0.00539,1
resnet50,1,20,vgg19,16,throughput,189.401,latency,0.00528,1
resnet50,1,20,vgg19,32,throughput,180.798,latency,0.00553,1
resnet50,1,20,vgg19,64,throughput,185.748,latency,0.00538,1
resnet50,1,20,resnet50,1,throughput,191.466,latency,0.00522,1
resnet50,1,20,resnet50,2,throughput,195.457,latency,0.00512,1
resnet50,1,20,resnet50,4,throughput,191.295,latency,0.00523,1
resnet50,1,20,resnet50,8,throughput,186.853,latency,0.00535,1
resnet50,1,20,resnet50,16,throughput,184.927,latency,0.00541,1
resnet50,1,20,resnet50,32,throughput,182.198,latency,0.00549,1
resnet50,1,20,resnet50,64,throughput,179.272,latency,0.00558,1
resnet50,1,40,vgg19,1,throughput,193.609,latency,0.00517,1
resnet50,1,40,vgg19,2,throughput,194.641,latency,0.00514,1
resnet50,1,40,vgg19,4,throughput,197.056,latency,0.00507,1
resnet50,1,40,vgg19,8,throughput,204.071,latency,0.0049,1
resnet50,1,40,vgg19,16,throughput,196.226,latency,0.0051,1
resnet50,1,40,vgg19,32,throughput,199.127,latency,0.00502,1
resnet50,1,40,vgg19,64,throughput,203.23,latency,0.00492,1
resnet50,1,40,resnet50,1,throughput,198.765,latency,0.00503,1
resnet50,1,40,resnet50,2,throughput,198.514,latency,0.00504,1
resnet50,1,40,resnet50,4,throughput,191.982,latency,0.00521,1
resnet50,1,40,resnet50,8,throughput,191.83,latency,0.00521,1
resnet50,1,40,resnet50,16,throughput,190.931,latency,0.00524,1
resnet50,1,40,resnet50,32,throughput,105.603,latency,0.00947,1
resnet50,1,40,resnet50,64,throughput,114.888,latency,0.0087,1
resnet50,1,50,vgg19,1,throughput,184.815,latency,0.00541,1
resnet50,1,50,vgg19,2,throughput,177.961,latency,0.00562,1
resnet50,1,50,vgg19,4,throughput,186.934,latency,0.00535,1
resnet50,1,50,vgg19,8,throughput,194.78,latency,0.00513,1
resnet50,1,50,vgg19,16,throughput,118.407,latency,0.00845,1
resnet50,1,50,vgg19,32,throughput,182.851,latency,0.00547,1
resnet50,1,50,vgg19,64,throughput,105.169,latency,0.00951,1
resnet50,1,50,resnet50,1,throughput,129.45,latency,0.00772,1
resnet50,1,50,resnet50,2,throughput,184.092,latency,0.00543,1
resnet50,1,50,resnet50,4,throughput,185.77,latency,0.00538,1
resnet50,1,50,resnet50,8,throughput,115.514,latency,0.00866,1
