Data loading...
densenet121-64 Model building...
Start inference...

 inference:     1 | throughput: 119.878 | time:   0.534
 inference:     2 | throughput: 2682.852 | time:   0.024
 inference:     3 | throughput: 1249.356 | time:   0.051
 inference:     4 | throughput: 1181.936 | time:   0.054
 inference:     5 | throughput: 1093.753 | time:   0.059
 inference:     6 | throughput: 1274.513 | time:   0.050
 inference:     7 | throughput: 1183.327 | time:   0.054
 inference:     8 | throughput: 1170.311 | time:   0.055
 inference:     9 | throughput: 1179.635 | time:   0.054
 inference:    10 | throughput: 1182.999 | time:   0.054
 inference:    11 | throughput: 212.336 | time:   0.301
 inference:    12 | throughput: 1814.342 | time:   0.035
 inference:    13 | throughput: 1484.217 | time:   0.043
 inference:    14 | throughput: 1171.558 | time:   0.055
 inference:    15 | throughput: 1182.144 | time:   0.054
 inference:    16 | throughput: 1166.102 | time:   0.055
 inference:    17 | throughput: 1186.523 | time:   0.054
 inference:    18 | throughput: 134.034 | time:   0.477
 inference:    19 | throughput: 2896.275 | time:   0.022
 inference:    20 | throughput: 1206.641 | time:   0.053
 inference:    21 | throughput: 1168.874 | time:   0.055
 inference:    22 | throughput: 1178.905 | time:   0.054
 inference:    23 | throughput: 1187.589 | time:   0.054
 inference:    24 | throughput: 1163.151 | time:   0.055
 inference:    25 | throughput: 1181.827 | time:   0.054
 inference:    26 | throughput: 1171.767 | time:   0.055
 inference:    27 | throughput: 1193.444 | time:   0.054
 inference:    28 | throughput: 1172.514 | time:   0.055
 inference:    29 | throughput: 1192.983 | time:   0.054
 inference:    30 | throughput: 1165.980 | time:   0.055
 inference:    31 | throughput: 1184.931 | time:   0.054
 inference:    32 | throughput: 1171.077 | time:   0.055
 inference:    33 | throughput: 1173.093 | time:   0.055
 inference:    34 | throughput: 1183.166 | time:   0.054
 inference:    35 | throughput: 1175.071 | time:   0.054
 inference:    36 | throughput: 1125.388 | time:   0.057
 inference:    37 | throughput: 1236.853 | time:   0.052
 inference:    38 | throughput: 1171.537 | time:   0.055
 inference:    39 | throughput: 1163.252 | time:   0.055
 inference:    40 | throughput: 1184.873 | time:   0.054
 inference:    41 | throughput: 1176.198 | time:   0.054
 inference:    42 | throughput: 1186.303 | time:   0.054
 inference:    43 | throughput: 1184.847 | time:   0.054
 inference:    44 | throughput: 1180.050 | time:   0.054
 inference:    45 | throughput: 1172.427 | time:   0.055
 inference:    46 | throughput: 1185.617 | time:   0.054
 inference:    47 | throughput: 1158.173 | time:   0.055
 inference:    48 | throughput: 1199.610 | time:   0.053
 inference:    49 | throughput: 1189.462 | time:   0.054
 inference:    50 | throughput: 1155.093 | time:   0.055
 inference:    51 | throughput: 1195.171 | time:   0.054
 inference:    52 | throughput: 1172.161 | time:   0.055
 inference:    53 | throughput: 1176.378 | time:   0.054
 inference:    54 | throughput: 1173.899 | time:   0.055
 inference:    55 | throughput: 1175.698 | time:   0.054
 inference:    56 | throughput: 1186.859 | time:   0.054
 inference:    57 | throughput: 1182.322 | time:   0.054
 inference:    58 | throughput: 1189.220 | time:   0.054
 inference:    59 | throughput: 1178.491 | time:   0.054
 inference:    60 | throughput: 1188.404 | time:   0.054
 inference:    61 | throughput: 1174.921 | time:   0.054
 inference:    62 | throughput: 1174.166 | time:   0.055
 inference:    63 | throughput: 1191.458 | time:   0.054
 inference:    64 | throughput: 1166.350 | time:   0.055
 inference:    65 | throughput: 1189.278 | time:   0.054
 inference:    66 | throughput: 1165.717 | time:   0.055
 inference:    67 | throughput: 1175.446 | time:   0.054
 inference:    68 | throughput: 1170.970 | time:   0.055
 inference:    69 | throughput: 1191.939 | time:   0.054
 inference:    70 | throughput: 1175.353 | time:   0.054
 inference:    71 | throughput: 1181.364 | time:   0.054
 inference:    72 | throughput: 1171.368 | time:   0.055
 inference:    73 | throughput: 1186.413 | time:   0.054
 inference:    74 | throughput: 1178.951 | time:   0.054
 inference:    75 | throughput: 1188.514 | time:   0.054
 inference:    76 | throughput: 1158.103 | time:   0.055
 inference:    77 | throughput: 1199.942 | time:   0.053
 inference:    78 | throughput: 1165.489 | time:   0.055
 inference:    79 | throughput: 1181.125 | time:   0.054
 inference:    80 | throughput: 1178.170 | time:   0.054
 inference:    81 | throughput: 1182.420 | time:   0.054
 inference:    82 | throughput: 1159.333 | time:   0.055
 inference:    83 | throughput: 1184.879 | time:   0.054
 inference:    84 | throughput: 1170.847 | time:   0.055
 inference:    85 | throughput: 1182.379 | time:   0.054
 inference:    86 | throughput: 1177.426 | time:   0.054
 inference:    87 | throughput: 1182.577 | time:   0.054
 inference:    88 | throughput: 1180.310 | time:   0.054
 inference:    89 | throughput: 1187.148 | time:   0.054
 inference:    90 | throughput: 1168.691 | time:   0.055
 inference:    91 | throughput: 1187.831 | time:   0.054
 inference:    92 | throughput: 1177.447 | time:   0.054
 inference:    93 | throughput: 1169.236 | time:   0.055
 inference:    94 | throughput: 1186.387 | time:   0.054
 inference:    95 | throughput: 1175.781 | time:   0.054
 inference:    96 | throughput: 1168.020 | time:   0.055
 inference:    97 | throughput: 1191.876 | time:   0.054
 inference:    98 | throughput: 1166.502 | time:   0.055
 inference:    99 | throughput: 1185.596 | time:   0.054
 inference:   100 | throughput: 1170.362 | time:   0.055

Total inference throughput: 986.98995, Total inference latency: 0.06484
