Data loading...
resnet50-64 Model building...
Start inference...

 inference:     1 | throughput: 2629.529 | time:   0.024
 inference:     2 | throughput: 2965.122 | time:   0.022
 inference:     3 | throughput: 1838.914 | time:   0.035
 inference:     4 | throughput: 1774.885 | time:   0.036
 inference:     5 | throughput: 1981.337 | time:   0.032
 inference:     6 | throughput: 1855.066 | time:   0.035
 inference:     7 | throughput: 1876.541 | time:   0.034
 inference:     8 | throughput: 1852.812 | time:   0.035
 inference:     9 | throughput: 1844.638 | time:   0.035
 inference:    10 | throughput: 1874.104 | time:   0.034
 inference:    11 | throughput: 1866.325 | time:   0.034
 inference:    12 | throughput: 1865.768 | time:   0.034
 inference:    13 | throughput: 1872.392 | time:   0.034
 inference:    14 | throughput: 1859.383 | time:   0.034
 inference:    15 | throughput: 1881.052 | time:   0.034
 inference:    16 | throughput: 1854.822 | time:   0.035
 inference:    17 | throughput: 1887.665 | time:   0.034
 inference:    18 | throughput: 1861.860 | time:   0.034
 inference:    19 | throughput: 1886.021 | time:   0.034
 inference:    20 | throughput: 1862.402 | time:   0.034
 inference:    21 | throughput: 1874.746 | time:   0.034
 inference:    22 | throughput: 1841.374 | time:   0.035
 inference:    23 | throughput: 1864.537 | time:   0.034
 inference:    24 | throughput: 1887.705 | time:   0.034
 inference:    25 | throughput: 1855.900 | time:   0.034
 inference:    26 | throughput: 1848.742 | time:   0.035
 inference:    27 | throughput: 1869.679 | time:   0.034
 inference:    28 | throughput: 1862.221 | time:   0.034
 inference:    29 | throughput: 1861.472 | time:   0.034
 inference:    30 | throughput: 1863.799 | time:   0.034
 inference:    31 | throughput: 1873.607 | time:   0.034
 inference:    32 | throughput: 1838.272 | time:   0.035
 inference:    33 | throughput: 1864.290 | time:   0.034
 inference:    34 | throughput: 1875.243 | time:   0.034
 inference:    35 | throughput: 1868.989 | time:   0.034
 inference:    36 | throughput: 1856.439 | time:   0.034
 inference:    37 | throughput: 1858.881 | time:   0.034
 inference:    38 | throughput: 1865.444 | time:   0.034
 inference:    39 | throughput: 1876.738 | time:   0.034
 inference:    40 | throughput: 1856.734 | time:   0.034
 inference:    41 | throughput: 1885.001 | time:   0.034
 inference:    42 | throughput: 1869.588 | time:   0.034
 inference:    43 | throughput: 1882.621 | time:   0.034
 inference:    44 | throughput: 1860.505 | time:   0.034
 inference:    45 | throughput: 1831.074 | time:   0.035
 inference:    46 | throughput: 1886.524 | time:   0.034
 inference:    47 | throughput: 1862.751 | time:   0.034
 inference:    48 | throughput: 1877.420 | time:   0.034
 inference:    49 | throughput: 1860.234 | time:   0.034
 inference:    50 | throughput: 1955.087 | time:   0.033
 inference:    51 | throughput: 1885.729 | time:   0.034
 inference:    52 | throughput: 1867.156 | time:   0.034
 inference:    53 | throughput: 1874.301 | time:   0.034
 inference:    54 | throughput: 1867.312 | time:   0.034
 inference:    55 | throughput: 1878.472 | time:   0.034
 inference:    56 | throughput: 1824.094 | time:   0.035
 inference:    57 | throughput: 1871.556 | time:   0.034
 inference:    58 | throughput: 1879.379 | time:   0.034
 inference:    59 | throughput: 1861.769 | time:   0.034
 inference:    60 | throughput: 1872.601 | time:   0.034
 inference:    61 | throughput: 1872.549 | time:   0.034
 inference:    62 | throughput: 1865.742 | time:   0.034
 inference:    63 | throughput: 1877.788 | time:   0.034
 inference:    64 | throughput: 1857.942 | time:   0.034
 inference:    65 | throughput: 1884.009 | time:   0.034
 inference:    66 | throughput: 1863.410 | time:   0.034
 inference:    67 | throughput: 1868.430 | time:   0.034
 inference:    68 | throughput: 1874.772 | time:   0.034
 inference:    69 | throughput: 1846.389 | time:   0.035
 inference:    70 | throughput: 1876.082 | time:   0.034
 inference:    71 | throughput: 1879.550 | time:   0.034
 inference:    72 | throughput: 1856.413 | time:   0.034
 inference:    73 | throughput: 1845.818 | time:   0.035
 inference:    74 | throughput: 1860.118 | time:   0.034
 inference:    75 | throughput: 1884.009 | time:   0.034
 inference:    76 | throughput: 1851.943 | time:   0.035
 inference:    77 | throughput: 1876.699 | time:   0.034
 inference:    78 | throughput: 1867.052 | time:   0.034
 inference:    79 | throughput: 1828.704 | time:   0.035
 inference:    80 | throughput: 1877.132 | time:   0.034
 inference:    81 | throughput: 1863.993 | time:   0.034
 inference:    82 | throughput: 1878.195 | time:   0.034
 inference:    83 | throughput: 1866.390 | time:   0.034
 inference:    84 | throughput: 1875.899 | time:   0.034
 inference:    85 | throughput: 1867.962 | time:   0.034
 inference:    86 | throughput: 1869.875 | time:   0.034
 inference:    87 | throughput: 1872.052 | time:   0.034
 inference:    88 | throughput: 1871.426 | time:   0.034
 inference:    89 | throughput: 1876.489 | time:   0.034
 inference:    90 | throughput: 1855.233 | time:   0.034
 inference:    91 | throughput: 1888.781 | time:   0.034
 inference:    92 | throughput: 1834.653 | time:   0.035
 inference:    93 | throughput: 1884.697 | time:   0.034
 inference:    94 | throughput: 1866.312 | time:   0.034
 inference:    95 | throughput: 1857.813 | time:   0.034
 inference:    96 | throughput: 1864.601 | time:   0.034
 inference:    97 | throughput: 1852.109 | time:   0.035
 inference:    98 | throughput: 1876.856 | time:   0.034
 inference:    99 | throughput: 1861.137 | time:   0.034
 inference:   100 | throughput: 1870.344 | time:   0.034

Total inference throughput: 1879.33238, Total inference latency: 0.03405
