Data loading...
resnet50-64 Model building...
Start inference...

 inference:     1 | throughput: 604.560 | time:   0.106
 inference:     2 | throughput: 4033.348 | time:   0.016
 inference:     3 | throughput: 2111.354 | time:   0.030
 inference:     4 | throughput: 229.637 | time:   0.279
 inference:     5 | throughput: 3583.153 | time:   0.018
 inference:     6 | throughput: 2050.926 | time:   0.031
 inference:     7 | throughput: 1871.022 | time:   0.034
 inference:     8 | throughput: 1858.109 | time:   0.034
 inference:     9 | throughput: 1864.239 | time:   0.034
 inference:    10 | throughput: 1829.951 | time:   0.035
 inference:    11 | throughput: 1887.453 | time:   0.034
 inference:    12 | throughput: 1857.312 | time:   0.034
 inference:    13 | throughput: 1872.562 | time:   0.034
 inference:    14 | throughput: 1850.258 | time:   0.035
 inference:    15 | throughput: 1841.740 | time:   0.035
 inference:    16 | throughput: 1873.633 | time:   0.034
 inference:    17 | throughput: 1858.907 | time:   0.034
 inference:    18 | throughput: 1864.498 | time:   0.034
 inference:    19 | throughput: 1859.370 | time:   0.034
 inference:    20 | throughput: 1865.703 | time:   0.034
 inference:    21 | throughput: 1859.422 | time:   0.034
 inference:    22 | throughput: 1854.323 | time:   0.035
 inference:    23 | throughput: 1868.885 | time:   0.034
 inference:    24 | throughput: 1858.161 | time:   0.034
 inference:    25 | throughput: 1874.903 | time:   0.034
 inference:    26 | throughput: 1857.145 | time:   0.034
 inference:    27 | throughput: 1868.001 | time:   0.034
 inference:    28 | throughput: 1867.988 | time:   0.034
 inference:    29 | throughput: 1857.531 | time:   0.034
 inference:    30 | throughput: 1869.822 | time:   0.034
 inference:    31 | throughput: 1862.544 | time:   0.034
 inference:    32 | throughput: 1861.446 | time:   0.034
 inference:    33 | throughput: 1872.862 | time:   0.034
 inference:    34 | throughput: 1827.471 | time:   0.035
 inference:    35 | throughput: 1897.486 | time:   0.034
 inference:    36 | throughput: 1866.572 | time:   0.034
 inference:    37 | throughput: 1853.145 | time:   0.035
 inference:    38 | throughput: 1859.177 | time:   0.034
 inference:    39 | throughput: 1849.009 | time:   0.035
 inference:    40 | throughput: 1872.274 | time:   0.034
 inference:    41 | throughput: 1863.423 | time:   0.034
 inference:    42 | throughput: 1860.053 | time:   0.034
 inference:    43 | throughput: 1873.137 | time:   0.034
 inference:    44 | throughput: 1819.174 | time:   0.035
 inference:    45 | throughput: 1878.012 | time:   0.034
 inference:    46 | throughput: 1860.685 | time:   0.034
 inference:    47 | throughput: 1850.794 | time:   0.035
 inference:    48 | throughput: 1879.024 | time:   0.034
 inference:    49 | throughput: 1860.298 | time:   0.034
 inference:    50 | throughput: 1861.124 | time:   0.034
 inference:    51 | throughput: 1872.901 | time:   0.034
 inference:    52 | throughput: 1858.688 | time:   0.034
 inference:    53 | throughput: 1886.498 | time:   0.034
 inference:    54 | throughput: 1857.531 | time:   0.034
 inference:    55 | throughput: 1881.856 | time:   0.034
 inference:    56 | throughput: 1856.362 | time:   0.034
 inference:    57 | throughput: 1852.467 | time:   0.035
 inference:    58 | throughput: 1881.289 | time:   0.034
 inference:    59 | throughput: 1866.780 | time:   0.034
 inference:    60 | throughput: 1855.374 | time:   0.034
 inference:    61 | throughput: 1856.747 | time:   0.034
 inference:    62 | throughput: 1835.657 | time:   0.035
 inference:    63 | throughput: 1885.517 | time:   0.034
 inference:    64 | throughput: 1866.390 | time:   0.034
 inference:    65 | throughput: 1859.190 | time:   0.034
 inference:    66 | throughput: 1859.976 | time:   0.034
 inference:    67 | throughput: 1858.624 | time:   0.034
 inference:    68 | throughput: 1839.305 | time:   0.035
 inference:    69 | throughput: 1875.217 | time:   0.034
 inference:    70 | throughput: 1871.765 | time:   0.034
 inference:    71 | throughput: 1858.456 | time:   0.034
 inference:    72 | throughput: 1870.239 | time:   0.034
 inference:    73 | throughput: 1868.911 | time:   0.034
 inference:    74 | throughput: 1864.032 | time:   0.034
 inference:    75 | throughput: 1875.387 | time:   0.034
 inference:    76 | throughput: 1854.182 | time:   0.035
 inference:    77 | throughput: 1887.944 | time:   0.034
 inference:    78 | throughput: 1852.800 | time:   0.035
 inference:    79 | throughput: 1876.135 | time:   0.034
 inference:    80 | throughput: 1864.200 | time:   0.034
 inference:    81 | throughput: 1839.796 | time:   0.035
 inference:    82 | throughput: 1879.392 | time:   0.034
 inference:    83 | throughput: 1887.400 | time:   0.034
 inference:    84 | throughput: 1856.400 | time:   0.034
 inference:    85 | throughput: 1847.037 | time:   0.035
 inference:    86 | throughput: 1860.169 | time:   0.034
 inference:    87 | throughput: 1873.882 | time:   0.034
 inference:    88 | throughput: 1847.965 | time:   0.035
 inference:    89 | throughput: 1867.767 | time:   0.034
 inference:    90 | throughput: 1868.586 | time:   0.034
 inference:    91 | throughput: 1817.819 | time:   0.035
 inference:    92 | throughput: 1867.338 | time:   0.034
 inference:    93 | throughput: 1875.125 | time:   0.034
 inference:    94 | throughput: 1825.210 | time:   0.035
 inference:    95 | throughput: 1897.446 | time:   0.034
 inference:    96 | throughput: 1853.362 | time:   0.035
 inference:    97 | throughput: 1871.791 | time:   0.034
 inference:    98 | throughput: 1860.995 | time:   0.034
 inference:    99 | throughput: 1865.807 | time:   0.034
 inference:   100 | throughput: 1877.447 | time:   0.034

Total inference throughput: 1725.32593, Total inference latency: 0.03709
