Data loading...
densenet121-16 Model building...
Start inference...

 inference:     1 | throughput: 192.440 | time:   0.083
 inference:     2 | throughput: 1062.000 | time:   0.015
 inference:     3 | throughput: 1166.137 | time:   0.014
 inference:     4 | throughput: 1143.992 | time:   0.014
 inference:     5 | throughput: 1189.852 | time:   0.013
 inference:     6 | throughput: 1152.855 | time:   0.014
 inference:     7 | throughput: 1149.951 | time:   0.014
 inference:     8 | throughput: 1155.615 | time:   0.014
 inference:     9 | throughput: 1177.390 | time:   0.014
 inference:    10 | throughput: 1170.204 | time:   0.014
 inference:    11 | throughput: 1173.622 | time:   0.014
 inference:    12 | throughput: 1163.368 | time:   0.014
 inference:    13 | throughput: 1163.529 | time:   0.014
 inference:    14 | throughput: 1162.642 | time:   0.014
 inference:    15 | throughput: 1173.417 | time:   0.014
 inference:    16 | throughput: 1161.817 | time:   0.014
 inference:    17 | throughput: 1167.761 | time:   0.014
 inference:    18 | throughput: 1161.515 | time:   0.014
 inference:    19 | throughput: 1168.167 | time:   0.014
 inference:    20 | throughput: 1169.225 | time:   0.014
 inference:    21 | throughput: 1178.031 | time:   0.014
 inference:    22 | throughput: 1161.656 | time:   0.014
 inference:    23 | throughput: 1169.470 | time:   0.014
 inference:    24 | throughput: 1144.812 | time:   0.014
 inference:    25 | throughput: 1177.452 | time:   0.014
 inference:    26 | throughput: 1160.611 | time:   0.014
 inference:    27 | throughput: 1179.355 | time:   0.014
 inference:    28 | throughput: 1151.510 | time:   0.014
 inference:    29 | throughput: 1180.289 | time:   0.014
 inference:    30 | throughput: 1149.538 | time:   0.014
 inference:    31 | throughput: 1171.941 | time:   0.014
 inference:    32 | throughput: 1159.769 | time:   0.014
 inference:    33 | throughput: 1175.143 | time:   0.014
 inference:    34 | throughput: 1160.130 | time:   0.014
 inference:    35 | throughput: 1173.293 | time:   0.014
 inference:    36 | throughput: 1152.084 | time:   0.014
 inference:    37 | throughput: 1179.998 | time:   0.014
 inference:    38 | throughput: 1096.246 | time:   0.015
 inference:    39 | throughput: 1152.084 | time:   0.014
 inference:    40 | throughput: 1154.462 | time:   0.014
 inference:    41 | throughput: 1194.724 | time:   0.013
 inference:    42 | throughput: 1169.531 | time:   0.014
 inference:    43 | throughput: 1169.205 | time:   0.014
 inference:    44 | throughput: 1171.287 | time:   0.014
 inference:    45 | throughput: 1153.926 | time:   0.014
 inference:    46 | throughput: 1070.317 | time:   0.015
 inference:    47 | throughput: 1182.535 | time:   0.014
 inference:    48 | throughput: 1139.060 | time:   0.014
 inference:    49 | throughput: 1086.942 | time:   0.015
 inference:    50 | throughput: 1162.400 | time:   0.014
 inference:    51 | throughput: 1151.609 | time:   0.014
 inference:    52 | throughput: 1165.813 | time:   0.014
 inference:    53 | throughput: 1148.829 | time:   0.014
 inference:    54 | throughput: 1178.134 | time:   0.014
 inference:    55 | throughput: 1163.892 | time:   0.014
 inference:    56 | throughput: 1149.144 | time:   0.014
 inference:    57 | throughput: 1168.167 | time:   0.014
 inference:    58 | throughput: 1159.348 | time:   0.014
 inference:    59 | throughput: 1166.340 | time:   0.014
 inference:    60 | throughput: 1170.694 | time:   0.014
 inference:    61 | throughput: 1145.750 | time:   0.014
 inference:    62 | throughput: 1149.183 | time:   0.014
 inference:    63 | throughput: 1166.867 | time:   0.014
 inference:    64 | throughput: 1170.674 | time:   0.014
 inference:    65 | throughput: 1158.308 | time:   0.014
 inference:    66 | throughput: 1165.550 | time:   0.014
 inference:    67 | throughput: 1142.570 | time:   0.014
 inference:    68 | throughput: 1164.377 | time:   0.014
 inference:    69 | throughput: 1167.476 | time:   0.014
 inference:    70 | throughput: 1150.464 | time:   0.014
 inference:    71 | throughput: 1181.848 | time:   0.014
 inference:    72 | throughput: 1172.719 | time:   0.014
 inference:    73 | throughput: 1168.981 | time:   0.014
 inference:    74 | throughput: 1167.801 | time:   0.014
 inference:    75 | throughput: 1158.348 | time:   0.014
 inference:    76 | throughput: 1134.535 | time:   0.014
 inference:    77 | throughput: 1181.390 | time:   0.014
 inference:    78 | throughput: 1137.188 | time:   0.014
 inference:    79 | throughput: 1173.704 | time:   0.014
 inference:    80 | throughput:  81.038 | time:   0.197
 inference:    81 | throughput: 1012.460 | time:   0.016
 inference:    82 | throughput: 1168.940 | time:   0.014
 inference:    83 | throughput: 1176.069 | time:   0.014
 inference:    84 | throughput: 1153.708 | time:   0.014
 inference:    85 | throughput: 1184.602 | time:   0.014
 inference:    86 | throughput: 1130.426 | time:   0.014
 inference:    87 | throughput: 1152.262 | time:   0.014
 inference:    88 | throughput: 1175.060 | time:   0.014
 inference:    89 | throughput: 1134.746 | time:   0.014
 inference:    90 | throughput: 1170.286 | time:   0.014
 inference:    91 | throughput: 1134.861 | time:   0.014
 inference:    92 | throughput: 1177.410 | time:   0.014
 inference:    93 | throughput: 1160.611 | time:   0.014
 inference:    94 | throughput: 1157.488 | time:   0.014
 inference:    95 | throughput: 1160.431 | time:   0.014
 inference:    96 | throughput: 1168.961 | time:   0.014
 inference:    97 | throughput: 1158.108 | time:   0.014
 inference:    98 | throughput: 1172.064 | time:   0.014
 inference:    99 | throughput: 1154.660 | time:   0.014
 inference:   100 | throughput: 1172.207 | time:   0.014

Total inference throughput: 978.60412, Total inference latency: 0.01635
