Data loading...
densenet121-16 Model building...
Start inference...

 inference:     1 | throughput: 192.111 | time:   0.083
 inference:     2 | throughput: 1074.464 | time:   0.015
 inference:     3 | throughput: 1120.161 | time:   0.014
 inference:     4 | throughput: 1131.703 | time:   0.014
 inference:     5 | throughput: 1157.349 | time:   0.014
 inference:     6 | throughput: 1117.513 | time:   0.014
 inference:     7 | throughput: 1139.292 | time:   0.014
 inference:     8 | throughput: 1137.843 | time:   0.014
 inference:     9 | throughput: 1184.915 | time:   0.014
 inference:    10 | throughput: 1148.633 | time:   0.014
 inference:    11 | throughput: 1144.441 | time:   0.014
 inference:    12 | throughput: 1128.658 | time:   0.014
 inference:    13 | throughput: 1184.413 | time:   0.014
 inference:    14 | throughput: 1152.578 | time:   0.014
 inference:    15 | throughput: 1155.436 | time:   0.014
 inference:    16 | throughput: 1137.689 | time:   0.014
 inference:    17 | throughput: 1169.898 | time:   0.014
 inference:    18 | throughput: 1162.098 | time:   0.014
 inference:    19 | throughput: 1155.118 | time:   0.014
 inference:    20 | throughput: 1139.718 | time:   0.014
 inference:    21 | throughput: 1163.852 | time:   0.014
 inference:    22 | throughput: 1167.517 | time:   0.014
 inference:    23 | throughput: 1157.608 | time:   0.014
 inference:    24 | throughput: 1145.906 | time:   0.014
 inference:    25 | throughput: 1155.217 | time:   0.014
 inference:    26 | throughput: 1164.619 | time:   0.014
 inference:    27 | throughput: 1160.892 | time:   0.014
 inference:    28 | throughput: 1132.677 | time:   0.014
 inference:    29 | throughput: 1155.854 | time:   0.014
 inference:    30 | throughput: 1156.212 | time:   0.014
 inference:    31 | throughput: 1168.452 | time:   0.014
 inference:    32 | throughput: 1146.141 | time:   0.014
 inference:    33 | throughput: 1159.108 | time:   0.014
 inference:    34 | throughput: 1153.807 | time:   0.014
 inference:    35 | throughput: 1180.538 | time:   0.014
 inference:    36 | throughput: 1144.636 | time:   0.014
 inference:    37 | throughput: 1110.982 | time:   0.014
 inference:    38 | throughput: 1100.217 | time:   0.015
 inference:    39 | throughput: 1143.213 | time:   0.014
 inference:    40 | throughput: 1161.153 | time:   0.014
 inference:    41 | throughput: 1171.287 | time:   0.014
 inference:    42 | throughput: 1122.560 | time:   0.014
 inference:    43 | throughput: 1184.037 | time:   0.014
 inference:    44 | throughput: 1167.578 | time:   0.014
 inference:    45 | throughput: 1109.824 | time:   0.014
 inference:    46 | throughput: 1132.123 | time:   0.014
 inference:    47 | throughput: 1137.265 | time:   0.014
 inference:    48 | throughput: 1150.109 | time:   0.014
 inference:    49 | throughput: 1142.765 | time:   0.014
 inference:    50 | throughput: 1144.031 | time:   0.014
 inference:    51 | throughput: 1145.613 | time:   0.014
 inference:    52 | throughput: 1165.833 | time:   0.014
 inference:    53 | throughput: 1164.963 | time:   0.014
 inference:    54 | throughput: 1148.947 | time:   0.014
 inference:    55 | throughput: 1150.089 | time:   0.014
 inference:    56 | throughput: 1123.481 | time:   0.014
 inference:    57 | throughput: 1171.164 | time:   0.014
 inference:    58 | throughput: 1146.435 | time:   0.014
 inference:    59 | throughput: 1129.703 | time:   0.014
 inference:    60 | throughput: 1134.343 | time:   0.014
 inference:    61 | throughput: 1143.680 | time:   0.014
 inference:    62 | throughput: 1138.963 | time:   0.014
 inference:    63 | throughput: 1149.203 | time:   0.014
 inference:    64 | throughput: 1148.377 | time:   0.014
 inference:    65 | throughput: 1155.336 | time:   0.014
 inference:    66 | throughput: 1090.970 | time:   0.015
 inference:    67 | throughput: 1143.135 | time:   0.014
 inference:    68 | throughput: 1108.230 | time:   0.014
 inference:    69 | throughput: 1116.750 | time:   0.014
 inference:    70 | throughput: 1122.353 | time:   0.014
 inference:    71 | throughput: 1146.396 | time:   0.014
 inference:    72 | throughput: 1137.477 | time:   0.014
 inference:    73 | throughput: 1144.558 | time:   0.014
 inference:    74 | throughput: 1155.993 | time:   0.014
 inference:    75 | throughput: 1171.982 | time:   0.014
 inference:    76 | throughput: 1152.262 | time:   0.014
 inference:    77 | throughput: 1118.929 | time:   0.014
 inference:    78 | throughput: 1141.929 | time:   0.014
 inference:    79 | throughput: 1160.029 | time:   0.014
 inference:    80 | throughput:  86.468 | time:   0.185
 inference:    81 | throughput: 1009.520 | time:   0.016
 inference:    82 | throughput: 1144.929 | time:   0.014
 inference:    83 | throughput: 1180.995 | time:   0.014
 inference:    84 | throughput: 1142.162 | time:   0.014
 inference:    85 | throughput: 1126.460 | time:   0.014
 inference:    86 | throughput: 1126.687 | time:   0.014
 inference:    87 | throughput: 1159.148 | time:   0.014
 inference:    88 | throughput: 1153.489 | time:   0.014
 inference:    89 | throughput: 1120.648 | time:   0.014
 inference:    90 | throughput: 1148.141 | time:   0.014
 inference:    91 | throughput: 1150.701 | time:   0.014
 inference:    92 | throughput: 1173.088 | time:   0.014
 inference:    93 | throughput: 1140.939 | time:   0.014
 inference:    94 | throughput: 1139.273 | time:   0.014
 inference:    95 | throughput: 1134.113 | time:   0.014
 inference:    96 | throughput: 1182.973 | time:   0.014
 inference:    97 | throughput: 1153.985 | time:   0.014
 inference:    98 | throughput: 1122.541 | time:   0.014
 inference:    99 | throughput: 1137.901 | time:   0.014
 inference:   100 | throughput: 1166.117 | time:   0.014

Total inference throughput: 976.28641, Total inference latency: 0.01639
