Data loading...
densenet121-16 Model building...
Start inference...

 inference:     1 | throughput: 289.546 | time:   0.055
 inference:     2 | throughput: 1074.774 | time:   0.015
 inference:     3 | throughput: 1099.587 | time:   0.015
 inference:     4 | throughput: 1097.411 | time:   0.015
 inference:     5 | throughput: 1148.515 | time:   0.014
 inference:     6 | throughput: 1132.620 | time:   0.014
 inference:     7 | throughput: 1146.886 | time:   0.014
 inference:     8 | throughput: 1143.622 | time:   0.014
 inference:     9 | throughput: 1166.928 | time:   0.014
 inference:    10 | throughput: 1145.848 | time:   0.014
 inference:    11 | throughput: 1149.518 | time:   0.014
 inference:    12 | throughput: 1135.475 | time:   0.014
 inference:    13 | throughput: 1142.862 | time:   0.014
 inference:    14 | throughput: 1140.318 | time:   0.014
 inference:    15 | throughput: 1141.113 | time:   0.014
 inference:    16 | throughput: 1133.404 | time:   0.014
 inference:    17 | throughput: 1144.695 | time:   0.014
 inference:    18 | throughput: 1139.041 | time:   0.014
 inference:    19 | throughput: 1150.760 | time:   0.014
 inference:    20 | throughput: 1136.571 | time:   0.014
 inference:    21 | throughput: 1132.754 | time:   0.014
 inference:    22 | throughput: 1131.436 | time:   0.014
 inference:    23 | throughput: 1148.593 | time:   0.014
 inference:    24 | throughput: 1136.206 | time:   0.014
 inference:    25 | throughput: 1148.869 | time:   0.014
 inference:    26 | throughput: 1133.960 | time:   0.014
 inference:    27 | throughput: 1146.807 | time:   0.014
 inference:    28 | throughput: 1115.618 | time:   0.014
 inference:    29 | throughput: 1134.669 | time:   0.014
 inference:    30 | throughput: 1125.176 | time:   0.014
 inference:    31 | throughput: 1142.162 | time:   0.014
 inference:    32 | throughput: 1128.601 | time:   0.014
 inference:    33 | throughput: 1149.065 | time:   0.014
 inference:    34 | throughput: 1139.060 | time:   0.014
 inference:    35 | throughput: 1148.554 | time:   0.014
 inference:    36 | throughput: 1105.819 | time:   0.014
 inference:    37 | throughput: 1104.545 | time:   0.014
 inference:    38 | throughput: 1115.989 | time:   0.014
 inference:    39 | throughput: 1121.322 | time:   0.014
 inference:    40 | throughput: 1151.866 | time:   0.014
 inference:    41 | throughput: 1207.385 | time:   0.013
 inference:    42 | throughput: 1210.368 | time:   0.013
 inference:    43 | throughput: 1184.100 | time:   0.014
 inference:    44 | throughput: 1156.272 | time:   0.014
 inference:    45 | throughput: 1180.621 | time:   0.014
 inference:    46 | throughput: 1140.144 | time:   0.014
 inference:    47 | throughput: 1098.686 | time:   0.015
 inference:    48 | throughput: 1084.307 | time:   0.015
 inference:    49 | throughput: 1086.045 | time:   0.015
 inference:    50 | throughput: 1109.476 | time:   0.014
 inference:    51 | throughput: 1117.550 | time:   0.014
 inference:    52 | throughput: 1117.624 | time:   0.014
 inference:    53 | throughput: 1123.424 | time:   0.014
 inference:    54 | throughput: 1121.584 | time:   0.014
 inference:    55 | throughput: 1135.014 | time:   0.014
 inference:    56 | throughput: 1122.053 | time:   0.014
 inference:    57 | throughput: 1137.805 | time:   0.014
 inference:    58 | throughput: 1121.847 | time:   0.014
 inference:    59 | throughput: 1119.059 | time:   0.014
 inference:    60 | throughput: 1144.168 | time:   0.014
 inference:    61 | throughput: 1128.127 | time:   0.014
 inference:    62 | throughput: 1127.350 | time:   0.014
 inference:    63 | throughput: 1130.331 | time:   0.014
 inference:    64 | throughput: 1129.209 | time:   0.014
 inference:    65 | throughput: 1122.766 | time:   0.014
 inference:    66 | throughput: 1133.998 | time:   0.014
 inference:    67 | throughput: 1130.540 | time:   0.014
 inference:    68 | throughput: 1138.191 | time:   0.014
 inference:    69 | throughput: 1132.735 | time:   0.014
 inference:    70 | throughput: 1143.700 | time:   0.014
 inference:    71 | throughput: 1136.148 | time:   0.014
 inference:    72 | throughput: 1144.519 | time:   0.014
 inference:    73 | throughput: 1129.171 | time:   0.014
 inference:    74 | throughput: 1133.060 | time:   0.014
 inference:    75 | throughput: 1135.937 | time:   0.014
 inference:    76 | throughput: 1152.163 | time:   0.014
 inference:    77 | throughput: 1166.989 | time:   0.014
 inference:    78 | throughput: 1167.720 | time:   0.014
 inference:    79 | throughput: 1170.612 | time:   0.014
 inference:    80 | throughput: 113.993 | time:   0.140
 inference:    81 | throughput: 1036.719 | time:   0.015
 inference:    82 | throughput: 1139.873 | time:   0.014
 inference:    83 | throughput: 1157.728 | time:   0.014
 inference:    84 | throughput: 1157.628 | time:   0.014
 inference:    85 | throughput: 1186.570 | time:   0.013
 inference:    86 | throughput: 1195.001 | time:   0.013
 inference:    87 | throughput: 1158.848 | time:   0.014
 inference:    88 | throughput: 1164.236 | time:   0.014
 inference:    89 | throughput: 1140.745 | time:   0.014
 inference:    90 | throughput: 1158.448 | time:   0.014
 inference:    91 | throughput: 1158.188 | time:   0.014
 inference:    92 | throughput: 1142.473 | time:   0.014
 inference:    93 | throughput: 1146.141 | time:   0.014
 inference:    94 | throughput: 1134.842 | time:   0.014
 inference:    95 | throughput: 1130.635 | time:   0.014
 inference:    96 | throughput: 1147.239 | time:   0.014
 inference:    97 | throughput: 1154.839 | time:   0.014
 inference:    98 | throughput: 1150.188 | time:   0.014
 inference:    99 | throughput: 1154.204 | time:   0.014
 inference:   100 | throughput: 1156.272 | time:   0.014

Total inference throughput: 1016.81052, Total inference latency: 0.01574
