Data loading...
densenet121-16 Model building...
Start inference...

 inference:     1 | throughput: 204.468 | time:   0.078
 inference:     2 | throughput: 1068.851 | time:   0.015
 inference:     3 | throughput: 1122.109 | time:   0.014
 inference:     4 | throughput: 1121.865 | time:   0.014
 inference:     5 | throughput: 1165.408 | time:   0.014
 inference:     6 | throughput: 1149.774 | time:   0.014
 inference:     7 | throughput: 1152.737 | time:   0.014
 inference:     8 | throughput: 1106.056 | time:   0.014
 inference:     9 | throughput: 1157.848 | time:   0.014
 inference:    10 | throughput: 1149.361 | time:   0.014
 inference:    11 | throughput: 1186.528 | time:   0.013
 inference:    12 | throughput: 1163.610 | time:   0.014
 inference:    13 | throughput: 1181.037 | time:   0.014
 inference:    14 | throughput: 1190.739 | time:   0.013
 inference:    15 | throughput: 1190.655 | time:   0.013
 inference:    16 | throughput: 1183.494 | time:   0.014
 inference:    17 | throughput: 1194.809 | time:   0.013
 inference:    18 | throughput: 1178.031 | time:   0.014
 inference:    19 | throughput: 1187.452 | time:   0.013
 inference:    20 | throughput: 1185.627 | time:   0.013
 inference:    21 | throughput: 1181.994 | time:   0.014
 inference:    22 | throughput: 1184.560 | time:   0.014
 inference:    23 | throughput: 1178.775 | time:   0.014
 inference:    24 | throughput: 1179.957 | time:   0.014
 inference:    25 | throughput: 1177.906 | time:   0.014
 inference:    26 | throughput: 1188.399 | time:   0.013
 inference:    27 | throughput: 1180.642 | time:   0.014
 inference:    28 | throughput: 1176.791 | time:   0.014
 inference:    29 | throughput: 1194.554 | time:   0.013
 inference:    30 | throughput: 1181.432 | time:   0.014
 inference:    31 | throughput: 1188.083 | time:   0.013
 inference:    32 | throughput: 1192.411 | time:   0.013
 inference:    33 | throughput: 1184.706 | time:   0.014
 inference:    34 | throughput: 1180.517 | time:   0.014
 inference:    35 | throughput: 1186.864 | time:   0.013
 inference:    36 | throughput: 1185.941 | time:   0.013
 inference:    37 | throughput: 1177.431 | time:   0.014
 inference:    38 | throughput: 1159.028 | time:   0.014
 inference:    39 | throughput: 1124.573 | time:   0.014
 inference:    40 | throughput: 1127.842 | time:   0.014
 inference:    41 | throughput: 1167.822 | time:   0.014
 inference:    42 | throughput: 1160.712 | time:   0.014
 inference:    43 | throughput: 1215.476 | time:   0.013
 inference:    44 | throughput: 1210.849 | time:   0.013
 inference:    45 | throughput: 1225.196 | time:   0.013
 inference:    46 | throughput: 1189.093 | time:   0.013
 inference:    47 | throughput: 1191.056 | time:   0.013
 inference:    48 | throughput: 1198.608 | time:   0.013
 inference:    49 | throughput: 1176.069 | time:   0.014
 inference:    50 | throughput: 1175.472 | time:   0.014
 inference:    51 | throughput: 1186.633 | time:   0.013
 inference:    52 | throughput: 1182.535 | time:   0.014
 inference:    53 | throughput: 1181.661 | time:   0.014
 inference:    54 | throughput: 1190.676 | time:   0.013
 inference:    55 | throughput: 1198.544 | time:   0.013
 inference:    56 | throughput: 1198.244 | time:   0.013
 inference:    57 | throughput: 1202.819 | time:   0.013
 inference:    58 | throughput: 1187.873 | time:   0.013
 inference:    59 | throughput: 1187.200 | time:   0.013
 inference:    60 | throughput: 1183.578 | time:   0.014
 inference:    61 | throughput: 1194.172 | time:   0.013
 inference:    62 | throughput: 1184.455 | time:   0.014
 inference:    63 | throughput: 1181.765 | time:   0.014
 inference:    64 | throughput: 1183.808 | time:   0.014
 inference:    65 | throughput: 1191.014 | time:   0.013
 inference:    66 | throughput: 1197.624 | time:   0.013
 inference:    67 | throughput: 1194.895 | time:   0.013
 inference:    68 | throughput: 1199.015 | time:   0.013
 inference:    69 | throughput: 1196.599 | time:   0.013
 inference:    70 | throughput: 1192.178 | time:   0.013
 inference:    71 | throughput: 1164.135 | time:   0.014
 inference:    72 | throughput: 1155.814 | time:   0.014
 inference:    73 | throughput: 1169.898 | time:   0.014
 inference:    74 | throughput: 1185.083 | time:   0.014
 inference:    75 | throughput: 1180.206 | time:   0.014
 inference:    76 | throughput: 1177.596 | time:   0.014
 inference:    77 | throughput: 1182.348 | time:   0.014
 inference:    78 | throughput: 1189.726 | time:   0.013
 inference:    79 | throughput: 1167.253 | time:   0.014
 inference:    80 | throughput:  74.331 | time:   0.215
 inference:    81 | throughput: 1026.993 | time:   0.016
 inference:    82 | throughput: 1149.420 | time:   0.014
 inference:    83 | throughput: 1168.106 | time:   0.014
 inference:    84 | throughput: 1196.684 | time:   0.013
 inference:    85 | throughput: 1211.679 | time:   0.013
 inference:    86 | throughput: 1165.287 | time:   0.014
 inference:    87 | throughput: 1187.305 | time:   0.013
 inference:    88 | throughput: 1188.672 | time:   0.013
 inference:    89 | throughput: 1178.548 | time:   0.014
 inference:    90 | throughput: 1174.690 | time:   0.014
 inference:    91 | throughput: 1176.090 | time:   0.014
 inference:    92 | throughput: 1163.650 | time:   0.014
 inference:    93 | throughput: 1186.738 | time:   0.013
 inference:    94 | throughput: 1189.304 | time:   0.013
 inference:    95 | throughput: 1186.466 | time:   0.013
 inference:    96 | throughput: 1175.987 | time:   0.014
 inference:    97 | throughput: 1182.181 | time:   0.014
 inference:    98 | throughput: 1182.452 | time:   0.014
 inference:    99 | throughput: 1184.351 | time:   0.014
 inference:   100 | throughput: 1186.025 | time:   0.013

Total inference throughput: 983.60043, Total inference latency: 0.01627
