Data loading...
inception1-32 Model building...
Start inference...

 inference:     1 | throughput: 1421.617 | time:   0.023
 inference:     2 | throughput: 1964.171 | time:   0.016
 inference:     3 | throughput: 1207.896 | time:   0.026
 inference:     4 | throughput: 1194.108 | time:   0.027
 inference:     5 | throughput: 1214.201 | time:   0.026
 inference:     6 | throughput: 1196.994 | time:   0.027
 inference:     7 | throughput: 1195.736 | time:   0.027
 inference:     8 | throughput: 1205.552 | time:   0.027
 inference:     9 | throughput: 1188.262 | time:   0.027
 inference:    10 | throughput: 1205.660 | time:   0.027
 inference:    11 | throughput: 1193.068 | time:   0.027
 inference:    12 | throughput: 1206.451 | time:   0.027
 inference:    13 | throughput: 1198.619 | time:   0.027
 inference:    14 | throughput: 1193.821 | time:   0.027
 inference:    15 | throughput: 1204.849 | time:   0.027
 inference:    16 | throughput: 1200.710 | time:   0.027
 inference:    17 | throughput: 1196.471 | time:   0.027
 inference:    18 | throughput: 1205.141 | time:   0.027
 inference:    19 | throughput: 1199.368 | time:   0.027
 inference:    20 | throughput: 1187.831 | time:   0.027
 inference:    21 | throughput: 1201.806 | time:   0.027
 inference:    22 | throughput: 1205.985 | time:   0.027
 inference:    23 | throughput: 1194.363 | time:   0.027
 inference:    24 | throughput: 1193.577 | time:   0.027
 inference:    25 | throughput: 1199.787 | time:   0.027
 inference:    26 | throughput: 1215.762 | time:   0.026
 inference:    27 | throughput: 1219.297 | time:   0.026
 inference:    28 | throughput: 1192.199 | time:   0.027
 inference:    29 | throughput: 1205.162 | time:   0.027
 inference:    30 | throughput: 1176.183 | time:   0.027
 inference:    31 | throughput: 1212.303 | time:   0.026
 inference:    32 | throughput: 1195.650 | time:   0.027
 inference:    33 | throughput: 1203.606 | time:   0.027
 inference:    34 | throughput: 1200.141 | time:   0.027
 inference:    35 | throughput: 1205.769 | time:   0.027
 inference:    36 | throughput: 1198.512 | time:   0.027
 inference:    37 | throughput: 1190.179 | time:   0.027
 inference:    38 | throughput: 1202.205 | time:   0.027
 inference:    39 | throughput: 1197.261 | time:   0.027
 inference:    40 | throughput: 1201.344 | time:   0.027
 inference:    41 | throughput: 1199.797 | time:   0.027
 inference:    42 | throughput: 1197.058 | time:   0.027
 inference:    43 | throughput: 1208.613 | time:   0.026
 inference:    44 | throughput: 1197.197 | time:   0.027
 inference:    45 | throughput: 1204.114 | time:   0.027
 inference:    46 | throughput: 1204.946 | time:   0.027
 inference:    47 | throughput: 1201.258 | time:   0.027
 inference:    48 | throughput: 1200.463 | time:   0.027
 inference:    49 | throughput: 1201.656 | time:   0.027
 inference:    50 | throughput: 1204.254 | time:   0.027
 inference:    51 | throughput: 1204.157 | time:   0.027
 inference:    52 | throughput: 1190.792 | time:   0.027
 inference:    53 | throughput: 1215.058 | time:   0.026
 inference:    54 | throughput: 1206.180 | time:   0.027
 inference:    55 | throughput: 1213.739 | time:   0.026
 inference:    56 | throughput: 1201.182 | time:   0.027
 inference:    57 | throughput: 1189.663 | time:   0.027
 inference:    58 | throughput: 1201.720 | time:   0.027
 inference:    59 | throughput: 1202.075 | time:   0.027
 inference:    60 | throughput: 1192.082 | time:   0.027
 inference:    61 | throughput: 1209.354 | time:   0.026
 inference:    62 | throughput: 1204.503 | time:   0.027
 inference:    63 | throughput: 1206.180 | time:   0.027
 inference:    64 | throughput: 1197.442 | time:   0.027
 inference:    65 | throughput: 1206.245 | time:   0.027
 inference:    66 | throughput: 1209.071 | time:   0.026
 inference:    67 | throughput: 1198.148 | time:   0.027
 inference:    68 | throughput: 1206.636 | time:   0.027
 inference:    69 | throughput: 1200.602 | time:   0.027
 inference:    70 | throughput: 1204.762 | time:   0.027
 inference:    71 | throughput: 1205.108 | time:   0.027
 inference:    72 | throughput: 1206.170 | time:   0.027
 inference:    73 | throughput: 1201.656 | time:   0.027
 inference:    74 | throughput: 1184.832 | time:   0.027
 inference:    75 | throughput: 1216.986 | time:   0.026
 inference:    76 | throughput: 1204.222 | time:   0.027
 inference:    77 | throughput: 1200.516 | time:   0.027
 inference:    78 | throughput: 1207.179 | time:   0.027
 inference:    79 | throughput: 1181.005 | time:   0.027
 inference:    80 | throughput: 1205.043 | time:   0.027
 inference:    81 | throughput: 1232.350 | time:   0.026
 inference:    82 | throughput: 1195.693 | time:   0.027
 inference:    83 | throughput: 1201.462 | time:   0.027
 inference:    84 | throughput: 1199.186 | time:   0.027
 inference:    85 | throughput: 1201.150 | time:   0.027
 inference:    86 | throughput: 1203.595 | time:   0.027
 inference:    87 | throughput: 1201.107 | time:   0.027
 inference:    88 | throughput: 1200.033 | time:   0.027
 inference:    89 | throughput: 1209.430 | time:   0.026
 inference:    90 | throughput: 1203.628 | time:   0.027
 inference:    91 | throughput: 1197.079 | time:   0.027
 inference:    92 | throughput: 1205.671 | time:   0.027
 inference:    93 | throughput: 1204.968 | time:   0.027
 inference:    94 | throughput: 1199.165 | time:   0.027
 inference:    95 | throughput: 1213.213 | time:   0.026
 inference:    96 | throughput: 1201.699 | time:   0.027
 inference:    97 | throughput: 1195.746 | time:   0.027
 inference:    98 | throughput: 1207.461 | time:   0.027
 inference:    99 | throughput: 1192.326 | time:   0.027
 inference:   100 | throughput: 1212.993 | time:   0.026

Total inference throughput: 1208.29613, Total inference latency: 0.02648
